"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2021","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","2.38","Percent","Normal","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2021","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","5632780","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2021","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","5.62","Percent","Normal","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2021","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","9555080","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2021","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","6.4","Percent","Normal","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2021","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","2256155","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2021","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector","4.51","Percent","Normal","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2021","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1831775","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2021","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","6.51","Percent","Normal","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2021","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","5467150","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2021","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","7.16","Percent","Normal","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2021","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","9195837","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2021","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","12.13","Percent","Normal","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2021","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","2102154","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2021","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector","2.46","Percent","Normal","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2021","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1730514","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2021","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","27.03","Percent","Normal","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2021","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","5363168","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2021","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","12.03","Percent","Normal","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2021","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","9264396","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2021","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","5.11","Percent","Normal","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2021","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","2080641","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2021","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector","4.4","Percent","Normal","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2021","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1758989","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2021","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","3.76","Percent","Normal","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2021","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","5424766","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2021","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","5.83","Percent","Normal","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2020","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","9141798","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2020","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","4.47","Percent","Normal","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2020","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","2082370","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2020","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector","3.63","Percent","Normal","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2020","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1726173","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2020","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","5.33","Percent","Normal","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2020","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","5333255","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2020","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","4.52","Percent","Normal","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2020","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","8980451","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2020","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","1.82","Percent","Normal","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2020","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","2158876","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2020","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector","3.6","Percent","Normal","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2020","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1719762","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2020","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector",".36","Percent","Normal","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2020","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","5101813","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2020","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","1.57","Percent","Normal","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2020","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","8201187","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2020","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","-8.03","Percent","Normal","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2020","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","2051685","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2020","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector","3.27","Percent","Normal","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2020","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1362236","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2020","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","-20.88","Percent","Normal","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2020","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","4787266","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2020","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","-8.09","Percent","Normal","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2020","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","8814127","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2020","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","-.05","Percent","Normal","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2020","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","1992916","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2020","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector","4.45","Percent","Normal","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2020","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1695287","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2020","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","-.56","Percent","Normal","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2020","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","5125924","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2020","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","-1.54","Percent","Normal","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2019","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","8751021","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2019","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","2.42","Percent","Normal","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2019","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","2009413","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2019","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector","4.48","Percent","Normal","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2019","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1638794","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2019","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","1.37","Percent","Normal","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2019","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","5102815","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2019","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","1.97","Percent","Normal","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2019","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","8820328","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2019","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","2.13","Percent","Normal","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2019","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","2083846","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2019","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector","3.49","Percent","Normal","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2019","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1713649","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2019","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","-2.49","Percent","Normal","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2019","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","5022833","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2019","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","3.24","Percent","Normal","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2019","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","8917225","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2019","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","4.47","Percent","Normal","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2019","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","1986625","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2019","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector",".5","Percent","Normal","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2019","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1721763","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2019","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","-.55","Percent","Normal","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2019","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","5208837","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2019","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","7.89","Percent","Normal","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2019","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","8818840","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2019","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","2.73","Percent","Normal","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2019","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","1907976","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2019","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector","1.23","Percent","Normal","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2019","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1704885","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2019","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","-2.73","Percent","Normal","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2019","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","5205979","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2019","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","5.24","Percent","Normal","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2018","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","8543917","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2018","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","2.24","Percent","Normal","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2018","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","1923199","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2018","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector","1.16","Percent","Normal","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2018","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1616673","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2018","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","-1.41","Percent","Normal","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2018","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","5004045","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2018","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","3.9","Percent","Normal","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2018","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","8636060","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2018","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","3.02","Percent","Normal","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2018","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","2013496","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2018","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector",".88","Percent","Normal","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2018","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1757355","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2018","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","5.86","Percent","Normal","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2018","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","4865209","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2018","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","2.93","Percent","Normal","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2018","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","8535699","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2018","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","5.16","Percent","Normal","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2018","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","1976648","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2018","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector","4.12","Percent","Normal","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2018","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1731222","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2018","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","11.2","Percent","Normal","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2018","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","4827829","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2018","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","3.57","Percent","Normal","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2018","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","8584163","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2018","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","5.58","Percent","Normal","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2018","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","1884766","Million PKR","Normal","","300","Agricultural Sector"
